round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
8,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.309868278503418,0.099,0.018016378525932665,,0.36002199992071837,,,,,,,
9,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3152087313658902,,,,14.091344200074673,,,,20008.0,655.18359375,ok,,
9,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3156009819231875,,,,14.296322599984705,,,,19992.0,650.109375,ok,,
9,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.300616527557373,0.11,0.01981981981981982,,0.3509347999934107,,,,,,,
10,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3164680346828708,,,,14.422247100039385,,,,20008.0,656.25,ok,,
10,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3152530065723878,,,,14.146084200008772,,,,19992.0,651.59375,ok,,
10,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.3054321308135988,0.126,0.022380106571936058,,0.35930949996691197,,,,,,,
11,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3163399487102283,,,,14.137410100083798,,,,20008.0,655.953125,ok,,
11,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3161643059695423,,,,14.133129500085488,,,,19992.0,653.08203125,ok,,
11,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.3001727638244627,0.126,0.022380106571936058,,0.38668220001272857,,,,,,,
12,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3157061847483145,,,,14.284000999992713,,,,20008.0,659.5078125,ok,,
12,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3154267266112454,,,,14.537968100048602,,,,19992.0,655.2734375,ok,,
12,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.301256145477295,0.094,0.017184643510054845,,0.3620118999388069,,,,,,,
13,train,mnist,tinycnn_mnist,iid,8,4,client0,2.314760172500557,,,,14.22779240005184,,,,20008.0,661.71484375,ok,,
13,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3150697697778377,,,,14.183964100084268,,,,19992.0,658.515625,ok,,
13,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.3132191677093505,0.107,0.01933152664859982,,0.38735560001805425,,,,,,,
14,train,mnist,tinycnn_mnist,iid,8,4,client0,2.315687864148965,,,,14.16035780007951,,,,20008.0,656.30078125,ok,,
14,train,mnist,tinycnn_mnist,iid,8,4,client1,2.314838087215286,,,,14.259710399899632,,,,19992.0,624.91015625,ok,,
14,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.318122652053833,0.089,0.016345270890725436,,0.3592566999141127,,,,,,,
15,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3153414642844186,,,,14.232909700018354,,,,20008.0,631.01171875,ok,,
15,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3156723375080013,,,,14.311100500053726,,,,19992.0,626.4609375,ok,,
15,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.3219586296081545,0.087,0.016007359705611776,,0.35179860005155206,,,,,,,
16,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3143366700360795,,,,14.282721000025049,,,,20008.0,630.91015625,ok,,
16,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3155899503413275,,,,14.178717499948107,,,,19992.0,627.88671875,ok,,
16,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.302490732192993,0.087,0.016007359705611776,,0.3656603000126779,,,,,,,
17,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3155831574011403,,,,14.420920899952762,,,,20008.0,633.8046875,ok,,
17,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3156741489978634,,,,14.23776110005565,,,,19992.0,627.9609375,ok,,
17,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.315426250457764,0.085,0.015668202764976956,,0.34671810001600534,,,,,,,
18,train,mnist,tinycnn_mnist,iid,8,4,client0,2.315943051366413,,,,15.804027599981055,,,,20008.0,634.34765625,ok,,
18,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3147504327773283,,,,15.11824089998845,,,,19992.0,629.69921875,ok,,
18,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.3030599784851074,0.094,0.017184643510054845,,0.4034358999924734,,,,,,,
19,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3144577934426436,,,,14.902561700087972,,,,20008.0,635.62109375,ok,,
19,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3151528953599567,,,,18.57693780004047,,,,19992.0,631.23046875,ok,,
19,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.3090097522735595,0.085,0.015668202764976956,,1.0315597000299022,,,,,,,
20,train,mnist,tinycnn_mnist,iid,8,4,client0,2.3157578045394316,,,,15.96393980004359,,,,20008.0,637.3359375,ok,,
20,train,mnist,tinycnn_mnist,iid,8,4,client1,2.3158318423280337,,,,15.680717600043863,,,,19992.0,632.95703125,ok,,
20,eval,mnist,tinycnn_mnist,iid,8,4,server,,2.2974281005859374,0.116,0.02078853046594982,,0.36881909996736795,,,,,,,
