round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
13,train,mnist,tinycnn_mnist,iid,16,8,client1,6.228954623182339e-05,,,,20.002008299925365,,,,39984.0,647.87890625,ok,,
13,eval,mnist,tinycnn_mnist,iid,16,8,server,,0.18440966395519956,0.979,0.9788363346336997,,0.28775999997742474,,,,,,,
14,train,mnist,tinycnn_mnist,iid,16,8,client0,2.3707988962317436e-05,,,,20.328049700008705,,,,40016.0,652.5859375,ok,,
14,train,mnist,tinycnn_mnist,iid,16,8,client1,3.285621698023151e-05,,,,20.15759979991708,,,,39984.0,649.15625,ok,,
14,eval,mnist,tinycnn_mnist,iid,16,8,server,,0.1853489990567931,0.979,0.9787139358341435,,0.329337399918586,,,,,,,
15,train,mnist,tinycnn_mnist,iid,16,8,client0,1.660527491969799e-05,,,,20.30881960003171,,,,40016.0,654.359375,ok,,
15,train,mnist,tinycnn_mnist,iid,16,8,client1,2.4208849549000527e-05,,,,19.979043500032276,,,,39984.0,651.49609375,ok,,
15,eval,mnist,tinycnn_mnist,iid,16,8,server,,0.186159800054646,0.979,0.9785948811687734,,0.27993900002911687,,,,,,,
16,train,mnist,tinycnn_mnist,iid,16,8,client0,1.260099893215939e-05,,,,20.426737600006163,,,,40016.0,656.47265625,ok,,
16,train,mnist,tinycnn_mnist,iid,16,8,client1,1.6629873967773934e-05,,,,20.47542519995477,,,,39984.0,653.3203125,ok,,
16,eval,mnist,tinycnn_mnist,iid,16,8,server,,0.19006923779441323,0.979,0.9785948811687734,,0.3151155000086874,,,,,,,
17,train,mnist,tinycnn_mnist,iid,16,8,client0,2.284048299460442e-05,,,,20.57862970000133,,,,40016.0,658.609375,ok,,
17,train,mnist,tinycnn_mnist,iid,16,8,client1,1.3115046341566734e-05,,,,20.638453499996103,,,,39984.0,655.04296875,ok,,
17,eval,mnist,tinycnn_mnist,iid,16,8,server,,0.19232150024135958,0.979,0.9785568407144751,,0.2888303999789059,,,,,,,
18,train,mnist,tinycnn_mnist,iid,16,8,client0,8.033652922449445e-06,,,,20.243283799965866,,,,40016.0,660.1484375,ok,,
18,train,mnist,tinycnn_mnist,iid,16,8,client1,1.295425476522403e-05,,,,20.2168079999974,,,,39984.0,656.796875,ok,,
18,eval,mnist,tinycnn_mnist,iid,16,8,server,,0.19409076279895154,0.979,0.9785568407144751,,0.31741650006733835,,,,,,,
19,train,mnist,tinycnn_mnist,iid,16,8,client0,7.3464320666489455e-06,,,,20.74829839996528,,,,40016.0,661.5390625,ok,,
19,train,mnist,tinycnn_mnist,iid,16,8,client1,1.0619355988918732e-05,,,,20.215867499937303,,,,39984.0,658.2578125,ok,,
19,eval,mnist,tinycnn_mnist,iid,16,8,server,,0.19406028780237494,0.979,0.9785568407144751,,0.2755610999884084,,,,,,,
20,train,mnist,tinycnn_mnist,iid,16,8,client0,6.1654688657524335e-06,,,,20.48704109992832,,,,40016.0,663.453125,ok,,
20,train,mnist,tinycnn_mnist,iid,16,8,client1,9.141146061255797e-06,,,,20.329830900067464,,,,39984.0,660.1484375,ok,,
20,eval,mnist,tinycnn_mnist,iid,16,8,server,,0.19473659244041894,0.98,0.9796928496465733,,0.29111099999863654,,,,,,,
