round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,num_params,comm_bytes_per_round,status,pi_temp,pi_throttled
8,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.008140518062095004,,,,6.538324200000261,,,,28832.0,,,,ok,,
8,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.003523052446950423,,,,11.139931400000023,,,,51168.0,,,,ok,,
8,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.07529045743867754,0.9725,0.9722431061604219,,0.33762690000003204,,,,,,,,,
9,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.0066287722016511764,,,,6.0412240000000565,,,,28832.0,,,,ok,,
9,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0029374053639874068,,,,10.570275600000059,,,,51168.0,,,,ok,,
9,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.07787879990413785,0.973,0.9727467079908096,,0.3613791999996465,,,,,,,,,
10,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.005444877023723172,,,,6.22444059999998,,,,28832.0,,,,ok,,
10,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0024293302221365973,,,,12.392701300000226,,,,51168.0,,,,ok,,
10,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.0772585075488314,0.9735,0.9732964825930288,,0.39927609999995184,,,,,,,,,
11,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.004796926585333533,,,,6.4397383000000445,,,,28832.0,,,,ok,,
11,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0020829712434707057,,,,11.154350499999964,,,,51168.0,,,,ok,,
11,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.07907866652309894,0.973,0.9727271537874985,,0.34035380000022997,,,,,,,,,
12,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.00410753605845883,,,,6.509076600000299,,,,28832.0,,,,ok,,
12,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0018130962707869046,,,,11.013774999999896,,,,51168.0,,,,ok,,
12,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.07946724669542164,0.973,0.9727271537874985,,0.3843041000000085,,,,,,,,,
13,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.003570920002303571,,,,6.881425699999909,,,,28832.0,,,,ok,,
13,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.001583979293713807,,,,11.179279599999973,,,,51168.0,,,,ok,,
13,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.08097592724207789,0.9735,0.9732877337408018,,0.36689190000015515,,,,,,,,,
14,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.0032634287064127027,,,,6.374309100000119,,,,28832.0,,,,ok,,
14,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0014045194960689092,,,,11.203149899999971,,,,51168.0,,,,ok,,
14,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.08054532355628907,0.9745,0.974250581741849,,0.3915265000000545,,,,,,,,,
15,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.00289189973581527,,,,6.154543900000135,,,,28832.0,,,,ok,,
15,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0012770537082596582,,,,11.530438499999946,,,,51168.0,,,,ok,,
15,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.08130295256804675,0.9745,0.9742910715791722,,0.391461100000015,,,,,,,,,
16,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.002648960191238497,,,,6.189133700000184,,,,28832.0,,,,ok,,
16,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0011742827398363413,,,,11.337229000000207,,,,51168.0,,,,ok,,
16,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.08203823547344655,0.9735,0.9732966620594169,,0.3824766000002455,,,,,,,,,
17,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.002386537656518393,,,,6.754822300000342,,,,28832.0,,,,ok,,
17,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.001045263077546592,,,,12.250818699999854,,,,51168.0,,,,ok,,
17,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.08344136937242001,0.974,0.9737237099984928,,0.34211729999969975,,,,,,,,,
18,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.0021736450265402826,,,,6.4710737999998855,,,,28832.0,,,,ok,,
18,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0009655717771695721,,,,11.093605100000332,,,,51168.0,,,,ok,,
18,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.08277378448331729,0.974,0.9737566961723338,,0.356554099999812,,,,,,,,,
19,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.001961189774307537,,,,6.781745700000101,,,,28832.0,,,,ok,,
19,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0008858632358103437,,,,13.324505600000066,,,,51168.0,,,,ok,,
19,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.08400375393265859,0.9745,0.9742910715791722,,0.3735546999996586,,,,,,,,,
20,train,mnist,tinycnn_mnist,dirichlet,64,8,client0,0.00184246221879897,,,,7.469496799999888,,,,28832.0,,,,ok,,
20,train,mnist,tinycnn_mnist,dirichlet,64,8,client1,0.0008280629286187756,,,,13.336881799999901,,,,51168.0,,,,ok,,
20,eval,mnist,tinycnn_mnist,dirichlet,64,8,server,,0.08356139068119228,0.974,0.9737971860096571,,0.3804184000000532,,,,,,,,,
