round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
8,train,mnist,tinycnn_mnist,iid,64,1,client0,0.025166781702231928,,,,1.7920556999742985,,,,5002.0,551.5703125,ok,,
8,train,mnist,tinycnn_mnist,iid,64,1,client1,0.023475194824676887,,,,1.8069180001039058,,,,4998.0,546.9609375,ok,,
8,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.04423058235645294,0.981,0.9805937746524629,,0.25499179994221777,,,,,,,
9,train,mnist,tinycnn_mnist,iid,64,1,client0,0.027228077020976873,,,,1.7972972999559715,,,,5002.0,552.65625,ok,,
9,train,mnist,tinycnn_mnist,iid,64,1,client1,0.03123739295351763,,,,1.7808194999815896,,,,4998.0,548.06640625,ok,,
9,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.05265140455961227,0.984,0.983779020679239,,0.2837675999617204,,,,,,,
10,train,mnist,tinycnn_mnist,iid,64,1,client0,0.026048115894511403,,,,1.965844799997285,,,,5002.0,554.3046875,ok,,
10,train,mnist,tinycnn_mnist,iid,64,1,client1,0.016340471043878674,,,,1.7837536999722943,,,,4998.0,549.73828125,ok,,
10,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.04359432023018599,0.985,0.9843126958368424,,0.26551089994609356,,,,,,,
11,train,mnist,tinycnn_mnist,iid,64,1,client0,0.012855915298800124,,,,1.8764878999209031,,,,5002.0,555.0703125,ok,,
11,train,mnist,tinycnn_mnist,iid,64,1,client1,0.010949892234387007,,,,1.8315436999546364,,,,4998.0,551.48828125,ok,,
11,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.05161904442310333,0.981,0.9808327001274086,,0.2500883999746293,,,,,,,
12,train,mnist,tinycnn_mnist,iid,64,1,client0,0.005010506788344779,,,,1.6624772000359371,,,,5002.0,556.7421875,ok,,
12,train,mnist,tinycnn_mnist,iid,64,1,client1,0.019831501844138944,,,,1.7640583000611514,,,,4998.0,552.38671875,ok,,
12,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.04964077514410019,0.984,0.984100476491772,,0.23218459996860474,,,,,,,
13,train,mnist,tinycnn_mnist,iid,64,1,client0,0.004555788927762563,,,,1.7818706000689417,,,,5002.0,560.26171875,ok,,
13,train,mnist,tinycnn_mnist,iid,64,1,client1,0.005087652438232151,,,,1.7904883999144658,,,,4998.0,552.3828125,ok,,
13,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.0340088844448328,0.988,0.9876447190339877,,0.24910609994549304,,,,,,,
14,train,mnist,tinycnn_mnist,iid,64,1,client0,0.0020302400706260124,,,,1.7801831000251696,,,,5002.0,559.70703125,ok,,
14,train,mnist,tinycnn_mnist,iid,64,1,client1,0.003506721197793501,,,,1.6358525000978261,,,,4998.0,555.16796875,ok,,
14,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.037942521974444386,0.986,0.9857233271571714,,0.25961119995918125,,,,,,,
15,train,mnist,tinycnn_mnist,iid,64,1,client0,0.0015927661901391234,,,,1.885524999932386,,,,5002.0,559.75390625,ok,,
15,train,mnist,tinycnn_mnist,iid,64,1,client1,0.000952127706402941,,,,1.6950384000083432,,,,4998.0,554.859375,ok,,
15,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.035452188611030576,0.988,0.9875938894866747,,0.24885560001712292,,,,,,,
16,train,mnist,tinycnn_mnist,iid,64,1,client0,0.0009555259144729992,,,,1.710042899940163,,,,5002.0,560.046875,ok,,
16,train,mnist,tinycnn_mnist,iid,64,1,client1,0.0007743175938485467,,,,2.935368000064045,,,,4998.0,556.58203125,ok,,
16,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.03894689128175378,0.987,0.9865861730188588,,0.6974637999664992,,,,,,,
17,train,mnist,tinycnn_mnist,iid,64,1,client0,0.0008512288426418734,,,,10.409093700000085,,,,5002.0,557.43359375,ok,,
17,train,mnist,tinycnn_mnist,iid,64,1,client1,0.0005639352088006084,,,,11.267731199972332,,,,4998.0,555.1796875,ok,,
17,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.037001094419509176,0.986,0.9857506444499394,,1.1965481999795884,,,,,,,
18,train,mnist,tinycnn_mnist,iid,64,1,client0,0.0006562023934676137,,,,11.941933499998413,,,,5002.0,557.92578125,ok,,
18,train,mnist,tinycnn_mnist,iid,64,1,client1,0.0005474745513911934,,,,9.694617000059225,,,,4998.0,555.15625,ok,,
18,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.040002914398908615,0.986,0.9854134931306637,,0.8869060999713838,,,,,,,
19,train,mnist,tinycnn_mnist,iid,64,1,client0,0.0005521489488261073,,,,7.2552911000093445,,,,5002.0,559.3515625,ok,,
19,train,mnist,tinycnn_mnist,iid,64,1,client1,0.0004701310070976913,,,,6.490021200035699,,,,4998.0,556.6796875,ok,,
19,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.04010528930276632,0.986,0.9855319461856686,,0.9941809999290854,,,,,,,
20,train,mnist,tinycnn_mnist,iid,64,1,client0,0.0004825157453914861,,,,5.764374400023371,,,,5002.0,561.26171875,ok,,
20,train,mnist,tinycnn_mnist,iid,64,1,client1,0.0003853481293528476,,,,5.529001699993387,,,,4998.0,558.34765625,ok,,
20,eval,mnist,tinycnn_mnist,iid,64,1,server,,0.041231454834342006,0.986,0.9855504957243675,,0.46644370001740754,,,,,,,
