round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
8,train,mnist,tinycnn_mnist,iid,16,1,client0,0.06021830730771987,,,,2.553601000108756,,,,5002.0,655.64453125,ok,,
8,train,mnist,tinycnn_mnist,iid,16,1,client1,0.07569559254380194,,,,2.3377915000310168,,,,4998.0,652.4765625,ok,,
8,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.08755386689119041,0.973,0.9725225854487975,,0.2923606999684125,,,,,,,
9,train,mnist,tinycnn_mnist,iid,16,1,client0,0.06009491034473551,,,,2.3471523999469355,,,,5002.0,653.2421875,ok,,
9,train,mnist,tinycnn_mnist,iid,16,1,client1,0.06312165307930305,,,,2.337894399999641,,,,4998.0,644.25390625,ok,,
9,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.130255333593057,0.964,0.9629816264756357,,0.31156689999625087,,,,,,,
10,train,mnist,tinycnn_mnist,iid,16,1,client0,0.03234523555821746,,,,2.291328000021167,,,,5002.0,648.828125,ok,,
10,train,mnist,tinycnn_mnist,iid,16,1,client1,0.05671783906526783,,,,2.351046400028281,,,,4998.0,645.53515625,ok,,
10,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.09700270915507281,0.974,0.9730071713923089,,0.2842568999622017,,,,,,,
11,train,mnist,tinycnn_mnist,iid,16,1,client0,0.043857932517256656,,,,2.319645799929276,,,,5002.0,651.578125,ok,,
11,train,mnist,tinycnn_mnist,iid,16,1,client1,0.039408162097854395,,,,2.341686600004323,,,,4998.0,648.4921875,ok,,
11,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.13163453066628425,0.956,0.9550369871469131,,0.33903209993150085,,,,,,,
12,train,mnist,tinycnn_mnist,iid,16,1,client0,0.04641671495572555,,,,2.4201310999924317,,,,5002.0,653.0703125,ok,,
12,train,mnist,tinycnn_mnist,iid,16,1,client1,0.040005718180994715,,,,2.3489525999175385,,,,4998.0,649.8359375,ok,,
12,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.0826623721808719,0.976,0.9756051928427821,,0.31138419988565147,,,,,,,
13,train,mnist,tinycnn_mnist,iid,16,1,client0,0.020081169804809458,,,,2.312818800099194,,,,5002.0,654.55078125,ok,,
13,train,mnist,tinycnn_mnist,iid,16,1,client1,0.037981613372532884,,,,2.2829903999809176,,,,4998.0,651.3203125,ok,,
13,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.1046005683097901,0.979,0.9784288183776123,,0.28223540005274117,,,,,,,
14,train,mnist,tinycnn_mnist,iid,16,1,client0,0.05482304014192038,,,,2.4763130999635905,,,,5002.0,657.6015625,ok,,
14,train,mnist,tinycnn_mnist,iid,16,1,client1,0.03699501061012967,,,,2.437587699969299,,,,4998.0,652.78515625,ok,,
14,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.10106271764988196,0.975,0.9737805329044796,,0.3014680000487715,,,,,,,
15,train,mnist,tinycnn_mnist,iid,16,1,client0,0.03227697148277813,,,,2.3039428000338376,,,,5002.0,657.24609375,ok,,
15,train,mnist,tinycnn_mnist,iid,16,1,client1,0.03354071055412756,,,,2.323875700007193,,,,4998.0,654.7890625,ok,,
15,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.16558427254894195,0.958,0.9573953372693389,,0.33968579990323633,,,,,,,
16,train,mnist,tinycnn_mnist,iid,16,1,client0,0.062392514623256116,,,,2.3053613000083715,,,,5002.0,660.0078125,ok,,
16,train,mnist,tinycnn_mnist,iid,16,1,client1,0.040103415867567285,,,,2.328897000057623,,,,4998.0,656.90625,ok,,
16,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.07289253410649507,0.972,0.9709245324344206,,0.3018066000659019,,,,,,,
17,train,mnist,tinycnn_mnist,iid,16,1,client0,0.03413089139151394,,,,2.344430800061673,,,,5002.0,662.2109375,ok,,
17,train,mnist,tinycnn_mnist,iid,16,1,client1,0.04325389809216785,,,,2.326346799964085,,,,4998.0,658.828125,ok,,
17,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.08350937295728363,0.976,0.9756657694350169,,0.3104304999578744,,,,,,,
18,train,mnist,tinycnn_mnist,iid,16,1,client0,0.02101682083969058,,,,2.542424299987033,,,,5002.0,664.265625,ok,,
18,train,mnist,tinycnn_mnist,iid,16,1,client1,0.040144474037670574,,,,2.4925768999382854,,,,4998.0,660.62109375,ok,,
18,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.07127126009973563,0.98,0.9792590744659309,,0.3089336999692023,,,,,,,
19,train,mnist,tinycnn_mnist,iid,16,1,client0,0.019259988771333367,,,,2.3695463000331074,,,,5002.0,665.99609375,ok,,
19,train,mnist,tinycnn_mnist,iid,16,1,client1,0.010368413455004557,,,,2.3087375999893993,,,,4998.0,661.0078125,ok,,
19,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.07385747783248008,0.98,0.9795810559909732,,0.2876669999677688,,,,,,,
20,train,mnist,tinycnn_mnist,iid,16,1,client0,0.0061474127258832004,,,,2.325583799974993,,,,5002.0,667.90234375,ok,,
20,train,mnist,tinycnn_mnist,iid,16,1,client1,0.04791160676236346,,,,2.3652140999911353,,,,4998.0,662.875,ok,,
20,eval,mnist,tinycnn_mnist,iid,16,1,server,,0.15391769856049178,0.967,0.9660583413334101,,0.32426999998278916,,,,,,,
