recommended_rank,B,E,run_name,rounds_completed,samples_per_client,local_updates_per_client_round,avg_local_updates_per_client_round,final_acc,best_acc,best_round,baseline_best_acc,target_acc,target_reached_round,final_within_1pp,model_payload_bytes,estimated_comm_bytes_per_round,estimated_comm_bytes_to_target,estimated_comm_mb_to_target,comm_rounds_saved_vs_baseline,comm_mb_saved_vs_baseline,avg_client_train_time_s,avg_sync_round_time_s,sync_time_to_target_s,run_dir
1,16,1,mnist10k-iid-b16-e1-r1,1,104;96,7,6.5,0.38,0.38,1,0.38,0.37,1,yes,429472,1717888,1717888,1.638,0,0,0.258,0.51,0.51,runs\mnist_comm_sweep\mnist10k-iid-b16-e1-r1
