round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
6,train,mnist,tinycnn_mnist,iid,32,1,client1,0.0439905533906208,,,,1.9487801999785006,,,,4998.0,673.8046875,ok,,
6,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.06829889609478414,0.975,0.9742835175816891,,0.2536176999565214,,,,,,,
7,train,mnist,tinycnn_mnist,iid,32,1,client0,0.031305659312668474,,,,1.8997542000142857,,,,5002.0,680.1328125,ok,,
7,train,mnist,tinycnn_mnist,iid,32,1,client1,0.05071113147355822,,,,2.009228999959305,,,,4998.0,675.4453125,ok,,
7,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.08711341641284526,0.976,0.975447985187001,,0.2685784000204876,,,,,,,
8,train,mnist,tinycnn_mnist,iid,32,1,client0,0.02546327767410695,,,,1.8701824999880046,,,,5002.0,682.35546875,ok,,
8,train,mnist,tinycnn_mnist,iid,32,1,client1,0.038545444182881645,,,,1.8714652999769896,,,,4998.0,677.41015625,ok,,
8,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.07928431600495242,0.972,0.9710234621797633,,0.2991634999634698,,,,,,,
9,train,mnist,tinycnn_mnist,iid,32,1,client0,0.02483380548950167,,,,1.8681454000761732,,,,5002.0,683.8828125,ok,,
9,train,mnist,tinycnn_mnist,iid,32,1,client1,0.04336314957339962,,,,1.9516375999664888,,,,4998.0,679.55078125,ok,,
9,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.06230760126188398,0.976,0.9751587852769636,,0.2735106000909582,,,,,,,
10,train,mnist,tinycnn_mnist,iid,32,1,client0,0.022642088969539637,,,,1.9664520000806078,,,,5002.0,685.9609375,ok,,
10,train,mnist,tinycnn_mnist,iid,32,1,client1,0.0328117299979335,,,,1.8457728999201208,,,,4998.0,681.76953125,ok,,
10,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.07950321445055306,0.973,0.9715419582974828,,0.25681529997382313,,,,,,,
11,train,mnist,tinycnn_mnist,iid,32,1,client0,0.020903942274635004,,,,1.903065099962987,,,,5002.0,687.78515625,ok,,
11,train,mnist,tinycnn_mnist,iid,32,1,client1,0.012167328780006426,,,,1.8809323000023142,,,,4998.0,683.36328125,ok,,
11,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.06525776461511851,0.978,0.9772116291824462,,0.25327650003600866,,,,,,,
12,train,mnist,tinycnn_mnist,iid,32,1,client0,0.009106884613450782,,,,1.8611591999651864,,,,5002.0,688.4453125,ok,,
12,train,mnist,tinycnn_mnist,iid,32,1,client1,0.020828889942366112,,,,1.9749949000542983,,,,4998.0,654.23828125,ok,,
12,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.08417555862152949,0.969,0.968145260106747,,0.2458912000292912,,,,,,,
13,train,mnist,tinycnn_mnist,iid,32,1,client0,0.0041258185810322395,,,,1.8834681999869645,,,,5002.0,659.078125,ok,,
13,train,mnist,tinycnn_mnist,iid,32,1,client1,0.010669759177696487,,,,1.8769652000628412,,,,4998.0,655.93359375,ok,,
13,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.07526516782911494,0.977,0.9763467964185086,,0.2694884000811726,,,,,,,
14,train,mnist,tinycnn_mnist,iid,32,1,client0,0.0029323128813159988,,,,1.9201140999794006,,,,5002.0,661.89453125,ok,,
14,train,mnist,tinycnn_mnist,iid,32,1,client1,0.009512853932639799,,,,1.935046499944292,,,,4998.0,658.7421875,ok,,
14,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.06753759821737185,0.979,0.9781579128449179,,0.2692193000111729,,,,,,,
15,train,mnist,tinycnn_mnist,iid,32,1,client0,0.006657549655487417,,,,1.9513007999630645,,,,5002.0,662.98046875,ok,,
15,train,mnist,tinycnn_mnist,iid,32,1,client1,0.004866898008941473,,,,1.9941295000026003,,,,4998.0,659.7578125,ok,,
15,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.09341229128354461,0.973,0.9722619949253526,,0.2696693000616506,,,,,,,
16,train,mnist,tinycnn_mnist,iid,32,1,client0,0.008375158388865739,,,,1.928189400001429,,,,5002.0,664.3359375,ok,,
16,train,mnist,tinycnn_mnist,iid,32,1,client1,0.006412912654996064,,,,1.8517904999898747,,,,4998.0,661.1484375,ok,,
16,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.08104937501929817,0.975,0.9741929508323338,,0.25559319998137653,,,,,,,
17,train,mnist,tinycnn_mnist,iid,32,1,client0,0.0013495940368828706,,,,1.947022599983029,,,,5002.0,664.55078125,ok,,
17,train,mnist,tinycnn_mnist,iid,32,1,client1,0.0025803003772503657,,,,1.8945604000473395,,,,4998.0,661.37890625,ok,,
17,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.07337997459089092,0.979,0.9781448710502794,,0.2781914999941364,,,,,,,
18,train,mnist,tinycnn_mnist,iid,32,1,client0,0.0006529871239682289,,,,1.9047088999068365,,,,5002.0,665.69140625,ok,,
18,train,mnist,tinycnn_mnist,iid,32,1,client1,0.0006704565016734734,,,,1.9781449999427423,,,,4998.0,662.85546875,ok,,
18,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.0674937703850519,0.979,0.9781448710502794,,0.28288990003056824,,,,,,,
19,train,mnist,tinycnn_mnist,iid,32,1,client0,0.00038420083610446525,,,,1.890782600035891,,,,5002.0,667.41015625,ok,,
19,train,mnist,tinycnn_mnist,iid,32,1,client1,0.00039978907869073855,,,,1.9380093000363559,,,,4998.0,662.56640625,ok,,
19,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.0702652016198117,0.979,0.9780876328780893,,0.26321509992703795,,,,,,,
20,train,mnist,tinycnn_mnist,iid,32,1,client0,0.0008402733507383719,,,,1.8975581999402493,,,,5002.0,668.42578125,ok,,
20,train,mnist,tinycnn_mnist,iid,32,1,client1,0.00026783485626321094,,,,1.8688739000353962,,,,4998.0,664.0234375,ok,,
20,eval,mnist,tinycnn_mnist,iid,32,1,server,,0.06965262945932045,0.978,0.9770467857813555,,0.2607106000650674,,,,,,,
