round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
10,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.10384184532430661,0.975,0.9745933951194953,,0.3152949999785051,,,,,,,
11,train,mnist,tinycnn_mnist,iid,16,2,client0,0.007440866123147106,,,,4.8927220000186935,,,,10004.0,659.6015625,ok,,
11,train,mnist,tinycnn_mnist,iid,16,2,client1,0.04481159799871265,,,,4.829474800033495,,,,9996.0,652.60546875,ok,,
11,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.13708747272284655,0.972,0.9711363691106063,,0.3077447999967262,,,,,,,
12,train,mnist,tinycnn_mnist,iid,16,2,client0,0.026126000258213437,,,,4.91134630003944,,,,10004.0,659.8359375,ok,,
12,train,mnist,tinycnn_mnist,iid,16,2,client1,0.0513713877676625,,,,4.7364733999129385,,,,9996.0,652.51171875,ok,,
12,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.12982867551691016,0.97,0.9694879133257966,,0.3010702000465244,,,,,,,
13,train,mnist,tinycnn_mnist,iid,16,2,client0,0.03924146195182733,,,,4.886950599960983,,,,10004.0,659.67578125,ok,,
13,train,mnist,tinycnn_mnist,iid,16,2,client1,0.044983474983037786,,,,4.826391499955207,,,,9996.0,653.875,ok,,
13,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.10913834558575582,0.973,0.9725364671277419,,0.3215500001097098,,,,,,,
14,train,mnist,tinycnn_mnist,iid,16,2,client0,0.021140007328519953,,,,5.06908189994283,,,,10004.0,659.66015625,ok,,
14,train,mnist,tinycnn_mnist,iid,16,2,client1,0.010851290998595036,,,,4.879833800019696,,,,9996.0,655.18359375,ok,,
14,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.16562205815981723,0.972,0.9712663494958729,,0.2909049999434501,,,,,,,
15,train,mnist,tinycnn_mnist,iid,16,2,client0,0.026941862620118315,,,,4.8632176000392064,,,,10004.0,660.953125,ok,,
15,train,mnist,tinycnn_mnist,iid,16,2,client1,0.008438555260786393,,,,4.934164999984205,,,,9996.0,656.26953125,ok,,
15,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.11900414896932034,0.973,0.9729351785259789,,0.277657900005579,,,,,,,
16,train,mnist,tinycnn_mnist,iid,16,2,client0,0.0011682451492651931,,,,5.026166600058787,,,,10004.0,662.55078125,ok,,
16,train,mnist,tinycnn_mnist,iid,16,2,client1,0.0030242070282521646,,,,4.882074300083332,,,,9996.0,657.83203125,ok,,
16,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.1333496157122389,0.981,0.9805306254431485,,0.2850169000448659,,,,,,,
17,train,mnist,tinycnn_mnist,iid,16,2,client0,0.0003466966362630454,,,,4.909999500028789,,,,10004.0,663.8828125,ok,,
17,train,mnist,tinycnn_mnist,iid,16,2,client1,0.00026871921954808967,,,,5.027626899885945,,,,9996.0,659.203125,ok,,
17,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.1377528162639199,0.979,0.9784632330040726,,0.32007419993169606,,,,,,,
18,train,mnist,tinycnn_mnist,iid,16,2,client0,0.00014356772883496416,,,,4.896179699921049,,,,10004.0,665.859375,ok,,
18,train,mnist,tinycnn_mnist,iid,16,2,client1,0.00015538114986659646,,,,4.913492199964821,,,,9996.0,661.42578125,ok,,
18,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.14111227262975046,0.979,0.9783012723509621,,0.31896249996498227,,,,,,,
19,train,mnist,tinycnn_mnist,iid,16,2,client0,8.723825143991515e-05,,,,4.841109499917366,,,,10004.0,667.1875,ok,,
19,train,mnist,tinycnn_mnist,iid,16,2,client1,0.0001497892776601452,,,,4.8586327999364585,,,,9996.0,662.84765625,ok,,
19,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.13959368858247018,0.979,0.9783474880337095,,0.3195226000389084,,,,,,,
20,train,mnist,tinycnn_mnist,iid,16,2,client0,8.94434115594015e-05,,,,4.949911100091413,,,,10004.0,669.94140625,ok,,
20,train,mnist,tinycnn_mnist,iid,16,2,client1,8.825823223770062e-05,,,,4.944706299924292,,,,9996.0,664.0078125,ok,,
20,eval,mnist,tinycnn_mnist,iid,16,2,server,,0.14040200909249728,0.978,0.9773142164081147,,0.31794320000335574,,,,,,,
