round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
14,eval,mnist,tinycnn_mnist,iid,8,2,server,,2.3070148181915284,0.126,0.022380106571936058,,0.3034692000364885,,,,,,,
15,train,mnist,tinycnn_mnist,iid,8,2,client0,2.3157749307579825,,,,6.233559500076808,,,,10004.0,630.96875,ok,,
15,train,mnist,tinycnn_mnist,iid,8,2,client1,2.315884570113751,,,,6.260378900100477,,,,9996.0,627.36328125,ok,,
15,eval,mnist,tinycnn_mnist,iid,8,2,server,,2.3166583213806153,0.087,0.016007359705611776,,0.31586120009887964,,,,,,,
16,train,mnist,tinycnn_mnist,iid,8,2,client0,2.3152556116225385,,,,6.267987299943343,,,,10004.0,632.484375,ok,,
16,train,mnist,tinycnn_mnist,iid,8,2,client1,2.3159094158770226,,,,6.256167000043206,,,,9996.0,628.92578125,ok,,
16,eval,mnist,tinycnn_mnist,iid,8,2,server,,2.309504123687744,0.107,0.01933152664859982,,0.3120739000150934,,,,,,,
17,train,mnist,tinycnn_mnist,iid,8,2,client0,2.316071386005534,,,,6.323294000001624,,,,10004.0,634.05078125,ok,,
17,train,mnist,tinycnn_mnist,iid,8,2,client1,2.3166626130356316,,,,6.282884299987927,,,,9996.0,630.3671875,ok,,
17,eval,mnist,tinycnn_mnist,iid,8,2,server,,2.2976857986450194,0.126,0.022380106571936058,,0.33921660005580634,,,,,,,
18,train,mnist,tinycnn_mnist,iid,8,2,client0,2.3164236810101553,,,,6.337472200044431,,,,10004.0,635.61328125,ok,,
18,train,mnist,tinycnn_mnist,iid,8,2,client1,2.3141814642498235,,,,6.399053799919784,,,,9996.0,631.9453125,ok,,
18,eval,mnist,tinycnn_mnist,iid,8,2,server,,2.310745859146118,0.099,0.018016378525932665,,0.3115183000918478,,,,,,,
19,train,mnist,tinycnn_mnist,iid,8,2,client0,2.3148684032627793,,,,6.360636599943973,,,,10004.0,637.06640625,ok,,
19,train,mnist,tinycnn_mnist,iid,8,2,client1,2.314946983231693,,,,6.630748099996708,,,,9996.0,632.89453125,ok,,
19,eval,mnist,tinycnn_mnist,iid,8,2,server,,2.3110267734527588,0.126,0.022380106571936058,,0.3352268999442458,,,,,,,
20,train,mnist,tinycnn_mnist,iid,8,2,client0,2.315481512177615,,,,7.00760899996385,,,,10004.0,639.0234375,ok,,
20,train,mnist,tinycnn_mnist,iid,8,2,client1,2.316034827865854,,,,7.458161700051278,,,,9996.0,637.08203125,ok,,
20,eval,mnist,tinycnn_mnist,iid,8,2,server,,2.3154266376495363,0.087,0.016007359705611776,,0.422677299939096,,,,,,,
