round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
1,train,mnist,tinycnn_mnist,iid,64,4,client0,0.22010289851437564,,,,6.02062140009366,,,,20008.0,535.96875,ok,,
1,train,mnist,tinycnn_mnist,iid,64,4,client1,0.24204628933494088,,,,5.816729700076394,,,,19992.0,535.0390625,ok,,
1,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.23467147827148438,0.933,0.9303766702824042,,0.24862309999298304,,,,,,,
2,train,mnist,tinycnn_mnist,iid,64,4,client0,0.039323291590663445,,,,6.329374000080861,,,,20008.0,541.04296875,ok,,
2,train,mnist,tinycnn_mnist,iid,64,4,client1,0.06715854639657029,,,,6.14294669998344,,,,19992.0,536.8984375,ok,,
2,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.05202923059463501,0.978,0.9773001370575629,,0.2492787999799475,,,,,,,
3,train,mnist,tinycnn_mnist,iid,64,4,client0,0.015056764549188294,,,,6.151474000071175,,,,20008.0,542.8828125,ok,,
3,train,mnist,tinycnn_mnist,iid,64,4,client1,0.01936593569890673,,,,6.04328230000101,,,,19992.0,539.27734375,ok,,
3,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.04508620765805244,0.979,0.9784052760242578,,0.23247019993141294,,,,,,,
4,train,mnist,tinycnn_mnist,iid,64,4,client0,0.004320383466567817,,,,5.981369699933566,,,,20008.0,539.95703125,ok,,
4,train,mnist,tinycnn_mnist,iid,64,4,client1,0.01180997255253341,,,,5.863922499935143,,,,19992.0,538.47265625,ok,,
4,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.03921069402992725,0.984,0.9836652604423921,,0.25048719998449087,,,,,,,
5,train,mnist,tinycnn_mnist,iid,64,4,client0,0.004929751262787258,,,,5.947642199927941,,,,20008.0,543.8671875,ok,,
5,train,mnist,tinycnn_mnist,iid,64,4,client1,0.0017421962786255576,,,,5.955836900044233,,,,19992.0,538.34375,ok,,
5,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.04613669677451253,0.985,0.9844434224284553,,0.2426285999827087,,,,,,,
6,train,mnist,tinycnn_mnist,iid,64,4,client0,0.0012144397863210511,,,,6.155768399941735,,,,20008.0,544.296875,ok,,
6,train,mnist,tinycnn_mnist,iid,64,4,client1,0.001266250881229314,,,,6.146902399952523,,,,19992.0,539.52734375,ok,,
6,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.041174687823280695,0.989,0.9885686189910643,,0.2267631000140682,,,,,,,
7,train,mnist,tinycnn_mnist,iid,64,4,client0,0.00048756786879782405,,,,6.010776100098155,,,,20008.0,546.015625,ok,,
7,train,mnist,tinycnn_mnist,iid,64,4,client1,0.00031441346092518565,,,,6.0350924000376835,,,,19992.0,539.78125,ok,,
7,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.041567691430449485,0.99,0.9895870128184722,,0.24095879995729774,,,,,,,
8,train,mnist,tinycnn_mnist,iid,64,4,client0,0.00023085884778623712,,,,5.900942699983716,,,,20008.0,545.7578125,ok,,
8,train,mnist,tinycnn_mnist,iid,64,4,client1,0.00022106054113632892,,,,6.031061499961652,,,,19992.0,539.984375,ok,,
8,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.04238410493265837,0.99,0.9895870128184722,,0.23306379991117865,,,,,,,
9,train,mnist,tinycnn_mnist,iid,64,4,client0,0.00018340512783082758,,,,6.145560499979183,,,,20008.0,545.83203125,ok,,
9,train,mnist,tinycnn_mnist,iid,64,4,client1,0.00039923966338844,,,,6.184180299984291,,,,19992.0,541.23828125,ok,,
9,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.04501369483489543,0.99,0.9895870128184722,,0.21680269995704293,,,,,,,
10,train,mnist,tinycnn_mnist,iid,64,4,client0,0.00023562345902491618,,,,6.2262665999587625,,,,20008.0,548.046875,ok,,
10,train,mnist,tinycnn_mnist,iid,64,4,client1,0.0001362350396997519,,,,6.352948199957609,,,,19992.0,542.41796875,ok,,
10,eval,mnist,tinycnn_mnist,iid,64,4,server,,0.04340320656821132,0.99,0.9896920124912592,,0.25375940010417253,,,,,,,
