round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
10,train,mnist,tinycnn_mnist,iid,32,2,client0,0.0006093026515573671,,,,3.8319727000780404,,,,10004.0,682.6875,ok,,
10,train,mnist,tinycnn_mnist,iid,32,2,client1,0.00040009500717482367,,,,3.8019484999822453,,,,9996.0,678.18359375,ok,,
10,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.06872230963490074,0.979,0.9783635855513365,,0.2676251999801025,,,,,,,
11,train,mnist,tinycnn_mnist,iid,32,2,client0,0.00020254903721080426,,,,3.8665651000337675,,,,10004.0,684.33203125,ok,,
11,train,mnist,tinycnn_mnist,iid,32,2,client1,0.015708665568789266,,,,3.690338799962774,,,,9996.0,680.81640625,ok,,
11,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.0691307435936178,0.981,0.9805506402005892,,0.26950519997626543,,,,,,,
12,train,mnist,tinycnn_mnist,iid,32,2,client0,0.019945794259434487,,,,3.844786199973896,,,,10004.0,670.328125,ok,,
12,train,mnist,tinycnn_mnist,iid,32,2,client1,0.013203911984362254,,,,3.7770051000406966,,,,9996.0,666.7109375,ok,,
12,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.10562618980795378,0.972,0.9711308254120942,,0.27046979998704046,,,,,,,
13,train,mnist,tinycnn_mnist,iid,32,2,client0,0.006984071614836382,,,,3.8890956999966875,,,,10004.0,670.21875,ok,,
13,train,mnist,tinycnn_mnist,iid,32,2,client1,0.002018900728186701,,,,3.802354299928993,,,,9996.0,666.7734375,ok,,
13,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.05348083703899465,0.984,0.9834115160465234,,0.2708076999988407,,,,,,,
14,train,mnist,tinycnn_mnist,iid,32,2,client0,0.0006669435971883361,,,,3.7754202999640256,,,,10004.0,673.0625,ok,,
14,train,mnist,tinycnn_mnist,iid,32,2,client1,0.000454914862237014,,,,3.7710470999591053,,,,9996.0,668.36328125,ok,,
14,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.060245140418150184,0.982,0.981226269388428,,0.2662255000323057,,,,,,,
15,train,mnist,tinycnn_mnist,iid,32,2,client0,0.0001686166315799156,,,,3.8475517999613658,,,,10004.0,673.3359375,ok,,
15,train,mnist,tinycnn_mnist,iid,32,2,client1,0.00020846669504674754,,,,3.788493400090374,,,,9996.0,670.0234375,ok,,
15,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.06162255312052912,0.983,0.9825117555356101,,0.28095659997779876,,,,,,,
16,train,mnist,tinycnn_mnist,iid,32,2,client0,0.00011791753607347949,,,,3.6830254000378773,,,,10004.0,676.2890625,ok,,
16,train,mnist,tinycnn_mnist,iid,32,2,client1,0.0001509690242474073,,,,3.8662804000778124,,,,9996.0,670.66796875,ok,,
16,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.06323453264312776,0.984,0.9835494729033847,,0.25832869997248054,,,,,,,
17,train,mnist,tinycnn_mnist,iid,32,2,client0,9.598570673723484e-05,,,,3.786464100005105,,,,10004.0,676.484375,ok,,
17,train,mnist,tinycnn_mnist,iid,32,2,client1,0.00012770040480872846,,,,3.7096278000390157,,,,9996.0,640.5625,ok,,
17,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.06394387978632175,0.983,0.9825135376458551,,0.2524076000554487,,,,,,,
18,train,mnist,tinycnn_mnist,iid,32,2,client0,7.049398421408967e-05,,,,3.8366602999158204,,,,10004.0,647.7890625,ok,,
18,train,mnist,tinycnn_mnist,iid,32,2,client1,9.474270172648e-05,,,,3.788478000089526,,,,9996.0,643.36328125,ok,,
18,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.06365804952178997,0.984,0.9836746641514165,,0.2650532000698149,,,,,,,
19,train,mnist,tinycnn_mnist,iid,32,2,client0,6.598854436763439e-05,,,,3.77538430003915,,,,10004.0,647.765625,ok,,
19,train,mnist,tinycnn_mnist,iid,32,2,client1,7.892766035804628e-05,,,,3.8486719999928027,,,,9996.0,644.69140625,ok,,
19,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.06473356492750326,0.983,0.9824894235017722,,0.28598889999557287,,,,,,,
20,train,mnist,tinycnn_mnist,iid,32,2,client0,6.386383006579817e-05,,,,3.728119599982165,,,,10004.0,648.94921875,ok,,
20,train,mnist,tinycnn_mnist,iid,32,2,client1,6.89617554415617e-05,,,,3.805897200014442,,,,9996.0,645.984375,ok,,
20,eval,mnist,tinycnn_mnist,iid,32,2,server,,0.06514094295317682,0.984,0.9835269177288396,,0.25111449998803437,,,,,,,
