round,phase,dataset,model,split,B,E,client_id,train_loss,global_loss,accuracy,macro_f1,train_time,eval_time,bytes_sent,bytes_recv,samples,peak_memory_mb,status,pi_temp,pi_throttled
16,train,mnist,tinycnn_mnist,iid,64,2,client0,0.00017775193625722312,,,,2.9830714999698102,,,,10004.0,533.69140625,ok,,
16,train,mnist,tinycnn_mnist,iid,64,2,client1,0.00019463214266867055,,,,2.965877400012687,,,,9996.0,529.57421875,ok,,
16,eval,mnist,tinycnn_mnist,iid,64,2,server,,0.04547994104400277,0.984,0.9834833662557347,,0.20331010001245886,,,,,,,
17,train,mnist,tinycnn_mnist,iid,64,2,client0,0.00019326757389689312,,,,3.0412294000852853,,,,10004.0,536.69140625,ok,,
17,train,mnist,tinycnn_mnist,iid,64,2,client1,0.0001477263530237464,,,,3.0127760000759736,,,,9996.0,531.265625,ok,,
17,eval,mnist,tinycnn_mnist,iid,64,2,server,,0.04542695871926844,0.984,0.9834833662557347,,0.22346889995969832,,,,,,,
18,train,mnist,tinycnn_mnist,iid,64,2,client0,0.00015124141742555886,,,,3.036756500019692,,,,10004.0,536.60546875,ok,,
18,train,mnist,tinycnn_mnist,iid,64,2,client1,0.00012792799326438845,,,,2.902213599998504,,,,9996.0,532.484375,ok,,
18,eval,mnist,tinycnn_mnist,iid,64,2,server,,0.045557080905884506,0.984,0.9834833662557347,,0.22413870005402714,,,,,,,
19,train,mnist,tinycnn_mnist,iid,64,2,client0,0.00013755447159788693,,,,3.1058358000591397,,,,10004.0,538.01953125,ok,,
19,train,mnist,tinycnn_mnist,iid,64,2,client1,0.0001300576215716133,,,,3.158586799982004,,,,9996.0,533.7890625,ok,,
19,eval,mnist,tinycnn_mnist,iid,64,2,server,,0.04621084952168167,0.984,0.9834833662557347,,0.2643394999904558,,,,,,,
20,train,mnist,tinycnn_mnist,iid,64,2,client0,0.000146021139162427,,,,3.0632805000059307,,,,10004.0,539.484375,ok,,
20,train,mnist,tinycnn_mnist,iid,64,2,client1,0.0001143417856025956,,,,3.006627400056459,,,,9996.0,534.04296875,ok,,
20,eval,mnist,tinycnn_mnist,iid,64,2,server,,0.04595485923998058,0.984,0.9834833662557347,,0.25081529992166907,,,,,,,
